"state","age","sex","race",counts
"WI","65+","M","Latino",1770
"WI","65+","M","Na-Am",309
"WI","65+","M","Unk",2101
"WI","65+","U","Black",833
"WI","65+","U","Asian",211
"WI","65+","U","White",1516
"WI","65+","U","Latino",135
"WI","65+","U","Na-Am",20
"WI","65+","U","Unk",302
"WI","Unk","F","Black",4551
"WI","Unk","F","Asian",619
"WI","Unk","F","White",57703
"WI","Unk","F","Latino",3233
"WI","Unk","F","Na-Am",310
"WI","Unk","F","Unk",4870
"WI","Unk","M","Black",4102
"WI","Unk","M","Asian",467
"WI","Unk","M","White",39732
"WI","Unk","M","Latino",2485
"WI","Unk","M","Na-Am",221
"WI","Unk","M","Unk",3416
"WI","Unk","U","Black",4330
"WI","Unk","U","Asian",927
"WI","Unk","U","White",13495
"WI","Unk","U","Latino",1065
"WI","Unk","U","Na-Am",112
"WI","Unk","U","Unk",2740
